"date","name","description","type","locations"
"2018-11-25","International Day for the Elimination of Violence against Women","The United Nations' (UN) International Day for the Elimination of Violence against Women raises public awareness of violence against women in all countries around the world and at all levels of society. It is observed each year on November 25.","United Nations observance","All"
"2018-11-26","Cyber Monday","Most online retailers in the US offer discounted prices on their products and services on Cyber Monday.","Observance","All"
"2018-11-29","International Day of Solidarity with the Palestinian People","The United Nations’ (UN) International Day of Solidarity with the Palestinian People is annually observed on November 29.","United Nations observance","All"
"2018-12-01","World AIDS Day","The United Nations' (UN) World AIDS Day is annually observed on December 1.","United Nations observance","All"
"2018-12-01","Rosa Parks Day","The life of American civil rights leader Rosa Parks is celebrated in the United States on either February 4 or December 1.","Local observance","OH"
"2018-12-01","Rosa Parks Day","The life of American civil rights leader Rosa Parks is celebrated in the United States on either February 4 or December 1.","Local observance","OR"
"2018-12-02","First Sunday of Advent","Many Christians in the United States observe the first Sunday of Advent, which marks the start of the Christian year.","Christian","All"
"2018-12-02","International Day for the Abolition of Slavery","The United Nations’ (UN) International Day for the Abolition of Slavery is annually observed on December 2.","United Nations observance","All"
"2018-12-03","Chanukah/Hanukkah (first day)","The first day of Hanukkah is the start of the Hanukkah period, which lasts for eight days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.","Hebrew","All"
"2018-12-03","International Day of Persons with Disabilities","The United Nations' (UN) International Day of Persons with Disabilities is annually observed on December 3 to re-affirm and draw attention to the rights of people who live with disabilities.","United Nations observance","All"
"2018-12-05","International Volunteer Day for Economic and Social Development","The United Nations’ (UN) International Volunteer Day for Economic and Social Development, also known as International Volunteer Day (IVD), is observed on December 5 each year.","United Nations observance","All"
"2018-12-05","World Soil Day","World Soil Day raises awareness of why soil is needed for sustainable living.","United Nations observance","All"
"2018-12-06","St Nicholas Day","Some churches in the United States recognize St Nicholas' Day as a feast day.","Observance","All"
"2018-12-07","International Civil Aviation Day","International Civil Aviation Day is observed globally on December 7 each year. It is observed by organizations such as the International Civil Aviation Organization (ICAO).","United Nations observance","All"
"2018-12-07","Pearl Harbor Remembrance Day","National Pearl Harbor Remembrance Day remembers those who died or were injured when Pearl Harbor, in Hawaii, was attacked in 1941.","Observance","All"
"2018-12-08","Feast of the Immaculate Conception","The Feast of the Immaculate Conception is a Christian observance on December 8 each year.","Christian","All"
"2018-12-09","International Anti-Corruption Day","The United Nations’ (UN) International Anti-Corruption Day is annually observed on December 9 to raise public awareness of corruption and ways to fight it.","United Nations observance","All"
"2018-12-09","World Genocide Commemoration Day","World Genocide Commemoration Day is a UN holiday dedicated to the victims of genocide.","United Nations observance","All"
"2018-12-10","Last Day of Chanukah","The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.","Hebrew","All"
"2018-12-10","Human Rights Day","Human Rights Day marks the anniversary of when the Universal Declaration of Human Rights was proclaimed.","United Nations observance","All"
"2018-12-11","International Mountain Day","The United Nations' (UN) International Mountain Day is an occasion to help raise awareness of the people who live in mountainous regions and the role that these regions play in providing food, water, and recreation. It is observed on December 11 each year.","United Nations observance","All"
"2018-12-12","Feast of Our Lady of Guadalupe","The Feast of Our Lady Guadalupe, in honor of Jesus’ mother Mary, is a Catholic observance in the United States.","Christian","All"
"2018-12-13","National Guard Birthday",NA,"Observance","All"
"2018-12-15","Bill of Rights Day",NA,"Observance","All"
"2018-12-17","Pan American Aviation Day","December 17 marks Pan American Aviation Day, which is annually observed in the United States.","Observance","All"
"2018-12-17","Wright Brothers Day","The Wright Brothers Day is annually celebrated in the United States on December 17 to commemorate the historic flight made by Orville and Wilbur Wright on that date in 1903.","Observance","All"
"2018-12-18","International Migrants Day","The United Nations (UN) International Migrants Day is celebrated on December 18 each year.","United Nations observance","All"
"2018-12-18","Arabic Language Day","World Arabic Language Day is a United Nations (UN) observance that celebrates one of the organization’s 6 official languages – Arabic.","United Nations observance","All"
"2018-12-20","International Human Solidarity Day","The United Nations' (UN) International Human Solidarity Day is celebrated on December 20 each year to raise public awareness on the importance of solidarity in fighting poverty.","United Nations observance","All"
"2018-12-21","December Solstice",NA,"Season","All"
"2018-12-24","Christmas Eve","Christmas Eve in the United States is on December 24 each year.","Local holiday","MI, KS (partly), NC, ND, OK, SC, TX, WI, VA (partly)"
"2018-12-24","Christmas Eve","Christmas Eve in the United States is on December 24 each year.","Observance, Christian","All"
"2018-12-24","Washington's Birthday","Washington's Birthday, or Presidents' Day, honors the life and work of the first president of the United States, George Washington.","Local holiday","GA, IN"
